id,brand,conversation_id,customer_message,conversation_context,historical_response,intent,gold_escalation,gold_reason
conv_amzn_01079,AmazonHelp,conv_amzn_01079,"@AmazonHelp Tracking says 'In Transit' since Thursday, but there have been no new updates for 4 days. Is my order #112-7677843-8105747 lost?",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,We understand your concern regarding the lack of tracking movement. Please send us a direct message with your order number and email address so we can initiate an investigation with the carrier: https://amzn.to/dm ^KL,delivery_delay_and_tracking,ESCALATE_TO_HUMAN,Carrier stall exceeding 48h SLA; requires human carrier tracing.
conv_amzn_01080,AmazonHelp,conv_amzn_01080,"@AmazonHelp I was just charged $203.50 for Amazon Prime annual renewal today, but I forgot to cancel. Can I get a refund if I haven't used it?",Customer reaching out to @AmazonHelp regarding prime membership and billing.,"Yes! If you haven't used any Prime benefits since the renewal charge, you will automatically receive a full refund when you cancel at: https://amzn.to/manage-prime ^TB",prime_membership_and_billing,AUTO_HANDLE,Prorated/unused Prime auto-refund policy self-service guidance.
conv_amzn_01081,AmazonHelp,conv_amzn_01081,"@AmazonHelp It has been 18 days since your return center acknowledged receipt of my #112-5363026-3842881, but my refund of $127.99 is still not issued. Where is my money?",Customer reaching out to @AmazonHelp regarding return and refund status.,We apologize for the delay. Eighteen days exceeds our normal processing timeline. Please send us a DM with your order number so a billing specialist can review the return status and manually release your refund: https://amzn.to/dm ^DL,return_and_refund_status,ESCALATE_TO_HUMAN,Refund overdue beyond standard SLA (>14 days); requires manual finance clearance.
conv_amzn_01082,AmazonHelp,conv_amzn_01082,"@AmazonHelp I was just charged $19.00 for Amazon Prime annual renewal today, but I forgot to cancel. Can I get a refund if I haven't used it?",Customer reaching out to @AmazonHelp regarding prime membership and billing.,"Yes! If you haven't used any Prime benefits since the renewal charge, you will automatically receive a full refund when you cancel at: https://amzn.to/manage-prime ^MK",prime_membership_and_billing,AUTO_HANDLE,Prorated/unused Prime auto-refund policy self-service guidance.
conv_amzn_01083,AmazonHelp,conv_amzn_01083,@AmazonHelp I need an official tax invoice with VAT ID for my company purchase order #111-6418029-4586770.,Customer reaching out to @AmazonHelp regarding general product or policy inquiry.,You can download official tax invoices directly from Your Orders by clicking 'Invoice' on the order details page: https://amzn.to/your-orders ^TB,general_product_or_policy_inquiry,AUTO_HANDLE,Self-service business invoice download guidance.
conv_amzn_01084,AmazonHelp,conv_amzn_01084,@AmazonHelp I need an official tax invoice with VAT ID for my company purchase order #113-5961328-2491294.,Customer reaching out to @AmazonHelp regarding general product or policy inquiry.,You can download official tax invoices directly from Your Orders by clicking 'Invoice' on the order details page: https://amzn.to/your-orders ^MK,general_product_or_policy_inquiry,AUTO_HANDLE,Self-service business invoice download guidance.
conv_amzn_01085,AmazonHelp,conv_amzn_01085,@AmazonHelp I ordered a Anker Portable Charger ($619.00) and you sent me a box of pack of socks! Order #112-2089286-3798267. This is a totally different item!,Customer reaching out to @AmazonHelp regarding damaged or incorrect item.,We sincerely apologize for this warehouse mix-up! Please DM us your order number so our fulfillment escalation team can investigate the inventory error and dispatch the correct item immediately: https://amzn.to/dm ^MK,damaged_or_incorrect_item,ESCALATE_TO_HUMAN,Severe inventory mispick requiring warehouse audit and expedited replacement.
conv_amzn_01086,AmazonHelp,conv_amzn_01086,@AmazonHelp I need an official tax invoice with VAT ID for my company purchase order #111-5784356-7241145.,Customer reaching out to @AmazonHelp regarding general product or policy inquiry.,You can download official tax invoices directly from Your Orders by clicking 'Invoice' on the order details page: https://amzn.to/your-orders ^DL,general_product_or_policy_inquiry,AUTO_HANDLE,Self-service business invoice download guidance.
conv_amzn_01087,AmazonHelp,conv_amzn_01087,@AmazonHelp Delivery photo shows a completely different apartment number (751) and a red doormat. I live in unit 109 and don't have a red mat!,Customer reaching out to @AmazonHelp regarding missing or stolen package.,"We apologize for the misdelivery! Please send us a direct message with your order number so we can review the courier photo, verify your unit, and process an immediate replacement: https://amzn.to/dm ^RG",missing_or_stolen_package,ESCALATE_TO_HUMAN,Photographic proof of misdelivery to wrong unit; requires replacement authorization.
conv_amzn_01088,AmazonHelp,conv_amzn_01088,@AmazonHelp Order #112-8011459-5146837 contains urgent medical supplies for my family that was guaranteed yesterday. Where is the courier right now?,Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We sincerely apologize for this critical delay. Given the urgency of these supplies, please DM us immediately so a priority dispatcher can coordinate with the local logistics hub: https://amzn.to/dm ^SJ",delivery_delay_and_tracking,ESCALATE_TO_HUMAN,Time-critical urgent medical delivery requiring priority dispatcher intervention.
conv_amzn_01089,AmazonHelp,conv_amzn_01089,"@AmazonHelp My Dyson V8 Vacuum was promised for delivery by 5 PM today, but tracking shows it hasn't even left the facility. Order #113-2631152-4360103.",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We apologize for the delay! Carrier transit times can vary. You can view the most up-to-date tracking information here: https://amzn.to/track. If it doesn't arrive by tomorrow evening, please DM us with your order ID: https://amzn.to/dm ^MK",delivery_delay_and_tracking,AUTO_HANDLE,Standard transit buffer; directed customer to official live tracking.
conv_amzn_01090,AmazonHelp,conv_amzn_01090,@AmazonHelp I dropped off my return of Levi's Denim Jacket at Whole Foods Market customer desk on Friday. When should I expect the refund to appear on my credit card?,Customer reaching out to @AmazonHelp regarding return and refund status.,"Once the return is received, refunds typically take 3 to 5 business days to process back to your original payment method. You can track refund progress under Your Orders: https://amzn.to/refund-status ^JW",return_and_refund_status,AUTO_HANDLE,Standard banking processing timeline explanation.
conv_amzn_01091,AmazonHelp,conv_amzn_01091,@AmazonHelp It has been 36 hours since my package #111-2308681-5976272 was marked delivered. I checked with neighbors and my building management. It is not here.,Customer reaching out to @AmazonHelp regarding missing or stolen package.,"Thank you for thoroughly checking around your property. Since 36 hours have passed, please DM us your order ID so our team can file a missing package claim and issue a replacement or refund: https://amzn.to/dm ^SJ",missing_or_stolen_package,ESCALATE_TO_HUMAN,Waiting window expired and parcel missing; requires human claims specialist.
conv_amzn_01092,AmazonHelp,conv_amzn_01092,"@AmazonHelp The Amazon app sent a notification saying my Fitbit Charge 6 was delivered to my front porch 25 minutes ago, but the porch is empty!",Customer reaching out to @AmazonHelp regarding missing or stolen package.,"Carriers sometimes scan packages just prior to walking up to the door. Please allow until the end of the day, and check with household members or side porches: https://amzn.to/find-missing. If still not found tomorrow, reach back out! ^SJ",missing_or_stolen_package,AUTO_HANDLE,Scan occurred within past hour; standard buffer and safe spot search recommended.
conv_amzn_01093,AmazonHelp,conv_amzn_01093,"@AmazonHelp Tracking says 'Carrier picked up package' since Friday, but there have been no new updates for 4 days. Is my order #113-2733773-1215143 lost?",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,We understand your concern regarding the lack of tracking movement. Please send us a direct message with your order number and email address so we can initiate an investigation with the carrier: https://amzn.to/dm ^MK,delivery_delay_and_tracking,ESCALATE_TO_HUMAN,Carrier stall exceeding 48h SLA; requires human carrier tracing.
conv_amzn_01094,AmazonHelp,conv_amzn_01094,@AmazonHelp I need an official tax invoice with VAT ID for my company purchase order #114-8370582-9840149.,Customer reaching out to @AmazonHelp regarding general product or policy inquiry.,You can download official tax invoices directly from Your Orders by clicking 'Invoice' on the order details page: https://amzn.to/your-orders ^KL,general_product_or_policy_inquiry,AUTO_HANDLE,Self-service business invoice download guidance.
conv_amzn_01095,AmazonHelp,conv_amzn_01095,"@AmazonHelp It has been 18 days since your return center acknowledged receipt of my #114-1636071-6073361, but my refund of $427.50 is still not issued. Where is my money?",Customer reaching out to @AmazonHelp regarding return and refund status.,We apologize for the delay. Eighteen days exceeds our normal processing timeline. Please send us a DM with your order number so a billing specialist can review the return status and manually release your refund: https://amzn.to/dm ^JW,return_and_refund_status,ESCALATE_TO_HUMAN,Refund overdue beyond standard SLA (>14 days); requires manual finance clearance.
conv_amzn_01096,AmazonHelp,conv_amzn_01096,"@AmazonHelp The Amazon app sent a notification saying my Ceramic Dinnerware Set was delivered to my front porch 45 minutes ago, but the porch is empty!",Customer reaching out to @AmazonHelp regarding missing or stolen package.,"Carriers sometimes scan packages just prior to walking up to the door. Please allow until the end of the day, and check with household members or side porches: https://amzn.to/find-missing. If still not found tomorrow, reach back out! ^TB",missing_or_stolen_package,AUTO_HANDLE,Scan occurred within past hour; standard buffer and safe spot search recommended.
conv_amzn_01097,AmazonHelp,conv_amzn_01097,"@AmazonHelp My Ninja Air Fryer was promised for delivery by 8 PM today, but tracking shows it hasn't even left the facility. Order #112-8614916-6466143.",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We apologize for the delay! Carrier transit times can vary. You can view the most up-to-date tracking information here: https://amzn.to/track. If it doesn't arrive by tomorrow evening, please DM us with your order ID: https://amzn.to/dm ^DL",delivery_delay_and_tracking,AUTO_HANDLE,Standard transit buffer; directed customer to official live tracking.
conv_amzn_01098,AmazonHelp,conv_amzn_01098,"@AmazonHelp I was just charged $560.00 for Amazon Prime annual renewal today, but I forgot to cancel. Can I get a refund if I haven't used it?",Customer reaching out to @AmazonHelp regarding prime membership and billing.,"Yes! If you haven't used any Prime benefits since the renewal charge, you will automatically receive a full refund when you cancel at: https://amzn.to/manage-prime ^TB",prime_membership_and_billing,AUTO_HANDLE,Prorated/unused Prime auto-refund policy self-service guidance.
conv_amzn_01099,AmazonHelp,conv_amzn_01099,@AmazonHelp It has been 36 hours since my package #111-6900254-4193296 was marked delivered. I checked with neighbors and my building management. It is not here.,Customer reaching out to @AmazonHelp regarding missing or stolen package.,"Thank you for thoroughly checking around your property. Since 36 hours have passed, please DM us your order ID so our team can file a missing package claim and issue a replacement or refund: https://amzn.to/dm ^TB",missing_or_stolen_package,ESCALATE_TO_HUMAN,Waiting window expired and parcel missing; requires human claims specialist.
conv_amzn_01100,AmazonHelp,conv_amzn_01100,"@AmazonHelp Driver marked package attempted because they couldn't access the building gate, but no one buzzed my apartment 566!",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We're sorry for the inconvenience! Drivers will automatically re-attempt delivery on the next business day. You can add permanent gate codes in Your Account > Addresses: https://amzn.to/delivery-instructions. If urgent, DM us: https://amzn.to/dm ^JW",delivery_delay_and_tracking,AUTO_HANDLE,Gate access issue; self-service delivery instruction update provided.
conv_amzn_01101,AmazonHelp,conv_amzn_01101,@AmazonHelp I ordered a Keurig Coffee Maker ($288.99) and you sent me a box of coffee mugs! Order #113-2749320-7591900. This is a totally different item!,Customer reaching out to @AmazonHelp regarding damaged or incorrect item.,We sincerely apologize for this warehouse mix-up! Please DM us your order number so our fulfillment escalation team can investigate the inventory error and dispatch the correct item immediately: https://amzn.to/dm ^KL,damaged_or_incorrect_item,ESCALATE_TO_HUMAN,Severe inventory mispick requiring warehouse audit and expedited replacement.
conv_amzn_01102,AmazonHelp,conv_amzn_01102,@AmazonHelp I need an official tax invoice with VAT ID for my company purchase order #111-9294565-8084733.,Customer reaching out to @AmazonHelp regarding general product or policy inquiry.,You can download official tax invoices directly from Your Orders by clicking 'Invoice' on the order details page: https://amzn.to/your-orders ^DL,general_product_or_policy_inquiry,AUTO_HANDLE,Self-service business invoice download guidance.
conv_amzn_01103,AmazonHelp,conv_amzn_01103,"@AmazonHelp My Anker Portable Charger was promised for delivery by 2 PM today, but tracking shows it hasn't even left the facility. Order #113-2264419-6727245.",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We apologize for the delay! Carrier transit times can vary. You can view the most up-to-date tracking information here: https://amzn.to/track. If it doesn't arrive by tomorrow evening, please DM us with your order ID: https://amzn.to/dm ^SJ",delivery_delay_and_tracking,AUTO_HANDLE,Standard transit buffer; directed customer to official live tracking.
conv_amzn_01104,AmazonHelp,conv_amzn_01104,@AmazonHelp Order #112-1290684-3235588 contains urgent medical supplies for my family that was guaranteed yesterday. Where is the courier right now?,Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We sincerely apologize for this critical delay. Given the urgency of these supplies, please DM us immediately so a priority dispatcher can coordinate with the local logistics hub: https://amzn.to/dm ^TB",delivery_delay_and_tracking,ESCALATE_TO_HUMAN,Time-critical urgent medical delivery requiring priority dispatcher intervention.
conv_amzn_01105,AmazonHelp,conv_amzn_01105,@AmazonHelp It has been 36 hours since my package #111-2221357-1099865 was marked delivered. I checked with neighbors and my building management. It is not here.,Customer reaching out to @AmazonHelp regarding missing or stolen package.,"Thank you for thoroughly checking around your property. Since 36 hours have passed, please DM us your order ID so our team can file a missing package claim and issue a replacement or refund: https://amzn.to/dm ^TB",missing_or_stolen_package,ESCALATE_TO_HUMAN,Waiting window expired and parcel missing; requires human claims specialist.
conv_amzn_01106,AmazonHelp,conv_amzn_01106,"@AmazonHelp I was just charged $65.50 for Amazon Prime annual renewal today, but I forgot to cancel. Can I get a refund if I haven't used it?",Customer reaching out to @AmazonHelp regarding prime membership and billing.,"Yes! If you haven't used any Prime benefits since the renewal charge, you will automatically receive a full refund when you cancel at: https://amzn.to/manage-prime ^SJ",prime_membership_and_billing,AUTO_HANDLE,Prorated/unused Prime auto-refund policy self-service guidance.
conv_amzn_01107,AmazonHelp,conv_amzn_01107,"@AmazonHelp It has been 18 days since your return center acknowledged receipt of my #111-4186660-8284566, but my refund of $494.50 is still not issued. Where is my money?",Customer reaching out to @AmazonHelp regarding return and refund status.,We apologize for the delay. Eighteen days exceeds our normal processing timeline. Please send us a DM with your order number so a billing specialist can review the return status and manually release your refund: https://amzn.to/dm ^AB,return_and_refund_status,ESCALATE_TO_HUMAN,Refund overdue beyond standard SLA (>14 days); requires manual finance clearance.
conv_amzn_01108,AmazonHelp,conv_amzn_01108,"@AmazonHelp The Amazon app sent a notification saying my Kindle Paperwhite was delivered to my front porch 25 minutes ago, but the porch is empty!",Customer reaching out to @AmazonHelp regarding missing or stolen package.,"Carriers sometimes scan packages just prior to walking up to the door. Please allow until the end of the day, and check with household members or side porches: https://amzn.to/find-missing. If still not found tomorrow, reach back out! ^DL",missing_or_stolen_package,AUTO_HANDLE,Scan occurred within past hour; standard buffer and safe spot search recommended.
conv_amzn_01109,AmazonHelp,conv_amzn_01109,@AmazonHelp I ordered a LEGO Star Wars Set ($134.99) and you sent me a box of plastic hangers! Order #112-4348678-2094452. This is a totally different item!,Customer reaching out to @AmazonHelp regarding damaged or incorrect item.,We sincerely apologize for this warehouse mix-up! Please DM us your order number so our fulfillment escalation team can investigate the inventory error and dispatch the correct item immediately: https://amzn.to/dm ^KL,damaged_or_incorrect_item,ESCALATE_TO_HUMAN,Severe inventory mispick requiring warehouse audit and expedited replacement.
conv_amzn_01110,AmazonHelp,conv_amzn_01110,@AmazonHelp Delivery photo shows a completely different apartment number (559) and a red doormat. I live in unit 545 and don't have a red mat!,Customer reaching out to @AmazonHelp regarding missing or stolen package.,"We apologize for the misdelivery! Please send us a direct message with your order number so we can review the courier photo, verify your unit, and process an immediate replacement: https://amzn.to/dm ^TB",missing_or_stolen_package,ESCALATE_TO_HUMAN,Photographic proof of misdelivery to wrong unit; requires replacement authorization.
conv_amzn_01111,AmazonHelp,conv_amzn_01111,@AmazonHelp Order #113-8943638-4916921 contains urgent medical supplies for my family that was guaranteed yesterday. Where is the courier right now?,Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We sincerely apologize for this critical delay. Given the urgency of these supplies, please DM us immediately so a priority dispatcher can coordinate with the local logistics hub: https://amzn.to/dm ^AB",delivery_delay_and_tracking,ESCALATE_TO_HUMAN,Time-critical urgent medical delivery requiring priority dispatcher intervention.
conv_amzn_01112,AmazonHelp,conv_amzn_01112,"@AmazonHelp Driver marked package attempted because they couldn't access the building gate, but no one buzzed my apartment 177!",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We're sorry for the inconvenience! Drivers will automatically re-attempt delivery on the next business day. You can add permanent gate codes in Your Account > Addresses: https://amzn.to/delivery-instructions. If urgent, DM us: https://amzn.to/dm ^DL",delivery_delay_and_tracking,AUTO_HANDLE,Gate access issue; self-service delivery instruction update provided.
conv_amzn_01113,AmazonHelp,conv_amzn_01113,"@AmazonHelp It has been 18 days since your return center acknowledged receipt of my #114-1112010-9964115, but my refund of $540.50 is still not issued. Where is my money?",Customer reaching out to @AmazonHelp regarding return and refund status.,We apologize for the delay. Eighteen days exceeds our normal processing timeline. Please send us a DM with your order number so a billing specialist can review the return status and manually release your refund: https://amzn.to/dm ^KL,return_and_refund_status,ESCALATE_TO_HUMAN,Refund overdue beyond standard SLA (>14 days); requires manual finance clearance.
conv_amzn_01114,AmazonHelp,conv_amzn_01114,"@AmazonHelp Driver marked package attempted because they couldn't access the building gate, but no one buzzed my apartment 247!",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We're sorry for the inconvenience! Drivers will automatically re-attempt delivery on the next business day. You can add permanent gate codes in Your Account > Addresses: https://amzn.to/delivery-instructions. If urgent, DM us: https://amzn.to/dm ^MK",delivery_delay_and_tracking,AUTO_HANDLE,Gate access issue; self-service delivery instruction update provided.
conv_amzn_01115,AmazonHelp,conv_amzn_01115,"@AmazonHelp I was just charged $350.00 for Amazon Prime annual renewal today, but I forgot to cancel. Can I get a refund if I haven't used it?",Customer reaching out to @AmazonHelp regarding prime membership and billing.,"Yes! If you haven't used any Prime benefits since the renewal charge, you will automatically receive a full refund when you cancel at: https://amzn.to/manage-prime ^SJ",prime_membership_and_billing,AUTO_HANDLE,Prorated/unused Prime auto-refund policy self-service guidance.
conv_amzn_01116,AmazonHelp,conv_amzn_01116,@AmazonHelp Delivery photo shows a completely different apartment number (852) and a red doormat. I live in unit 706 and don't have a red mat!,Customer reaching out to @AmazonHelp regarding missing or stolen package.,"We apologize for the misdelivery! Please send us a direct message with your order number so we can review the courier photo, verify your unit, and process an immediate replacement: https://amzn.to/dm ^RG",missing_or_stolen_package,ESCALATE_TO_HUMAN,Photographic proof of misdelivery to wrong unit; requires replacement authorization.
conv_amzn_01117,AmazonHelp,conv_amzn_01117,"@AmazonHelp I was just charged $540.50 for Amazon Prime annual renewal today, but I forgot to cancel. Can I get a refund if I haven't used it?",Customer reaching out to @AmazonHelp regarding prime membership and billing.,"Yes! If you haven't used any Prime benefits since the renewal charge, you will automatically receive a full refund when you cancel at: https://amzn.to/manage-prime ^SJ",prime_membership_and_billing,AUTO_HANDLE,Prorated/unused Prime auto-refund policy self-service guidance.
conv_amzn_01118,AmazonHelp,conv_amzn_01118,@AmazonHelp I ordered a Sony Wireless Headphones ($366.50) and you sent me a box of plastic hangers! Order #112-7686663-1058813. This is a totally different item!,Customer reaching out to @AmazonHelp regarding damaged or incorrect item.,We sincerely apologize for this warehouse mix-up! Please DM us your order number so our fulfillment escalation team can investigate the inventory error and dispatch the correct item immediately: https://amzn.to/dm ^TB,damaged_or_incorrect_item,ESCALATE_TO_HUMAN,Severe inventory mispick requiring warehouse audit and expedited replacement.
conv_amzn_01119,AmazonHelp,conv_amzn_01119,"@AmazonHelp I was just charged $426.50 for Amazon Prime annual renewal today, but I forgot to cancel. Can I get a refund if I haven't used it?",Customer reaching out to @AmazonHelp regarding prime membership and billing.,"Yes! If you haven't used any Prime benefits since the renewal charge, you will automatically receive a full refund when you cancel at: https://amzn.to/manage-prime ^MK",prime_membership_and_billing,AUTO_HANDLE,Prorated/unused Prime auto-refund policy self-service guidance.
conv_amzn_01120,AmazonHelp,conv_amzn_01120,@AmazonHelp I dropped off my return of Dyson V8 Vacuum at Kohl's Drop-off on Tuesday. When should I expect the refund to appear on my credit card?,Customer reaching out to @AmazonHelp regarding return and refund status.,"Once the return is received, refunds typically take 3 to 5 business days to process back to your original payment method. You can track refund progress under Your Orders: https://amzn.to/refund-status ^RG",return_and_refund_status,AUTO_HANDLE,Standard banking processing timeline explanation.
conv_amzn_01121,AmazonHelp,conv_amzn_01121,@AmazonHelp I dropped off my return of Instant Pot Duo at Kohl's Drop-off on Tuesday. When should I expect the refund to appear on my credit card?,Customer reaching out to @AmazonHelp regarding return and refund status.,"Once the return is received, refunds typically take 3 to 5 business days to process back to your original payment method. You can track refund progress under Your Orders: https://amzn.to/refund-status ^TB",return_and_refund_status,AUTO_HANDLE,Standard banking processing timeline explanation.
conv_amzn_01122,AmazonHelp,conv_amzn_01122,"@AmazonHelp Tracking says 'Out for Delivery' since Saturday, but there have been no new updates for 4 days. Is my order #114-8689991-5468284 lost?",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,We understand your concern regarding the lack of tracking movement. Please send us a direct message with your order number and email address so we can initiate an investigation with the carrier: https://amzn.to/dm ^RG,delivery_delay_and_tracking,ESCALATE_TO_HUMAN,Carrier stall exceeding 48h SLA; requires human carrier tracing.
conv_amzn_01123,AmazonHelp,conv_amzn_01123,@AmazonHelp It has been 36 hours since my package #114-3589488-3321010 was marked delivered. I checked with neighbors and my building management. It is not here.,Customer reaching out to @AmazonHelp regarding missing or stolen package.,"Thank you for thoroughly checking around your property. Since 36 hours have passed, please DM us your order ID so our team can file a missing package claim and issue a replacement or refund: https://amzn.to/dm ^SJ",missing_or_stolen_package,ESCALATE_TO_HUMAN,Waiting window expired and parcel missing; requires human claims specialist.
conv_amzn_01124,AmazonHelp,conv_amzn_01124,"@AmazonHelp It has been 18 days since your return center acknowledged receipt of my #112-4353371-7596708, but my refund of $357.50 is still not issued. Where is my money?",Customer reaching out to @AmazonHelp regarding return and refund status.,We apologize for the delay. Eighteen days exceeds our normal processing timeline. Please send us a DM with your order number so a billing specialist can review the return status and manually release your refund: https://amzn.to/dm ^MK,return_and_refund_status,ESCALATE_TO_HUMAN,Refund overdue beyond standard SLA (>14 days); requires manual finance clearance.
conv_amzn_01125,AmazonHelp,conv_amzn_01125,@AmazonHelp I need an official tax invoice with VAT ID for my company purchase order #114-7790386-4756081.,Customer reaching out to @AmazonHelp regarding general product or policy inquiry.,You can download official tax invoices directly from Your Orders by clicking 'Invoice' on the order details page: https://amzn.to/your-orders ^DL,general_product_or_policy_inquiry,AUTO_HANDLE,Self-service business invoice download guidance.
conv_amzn_01126,AmazonHelp,conv_amzn_01126,"@AmazonHelp It has been 18 days since your return center acknowledged receipt of my #114-3010931-2254063, but my refund of $84.99 is still not issued. Where is my money?",Customer reaching out to @AmazonHelp regarding return and refund status.,We apologize for the delay. Eighteen days exceeds our normal processing timeline. Please send us a DM with your order number so a billing specialist can review the return status and manually release your refund: https://amzn.to/dm ^DL,return_and_refund_status,ESCALATE_TO_HUMAN,Refund overdue beyond standard SLA (>14 days); requires manual finance clearance.
conv_amzn_01127,AmazonHelp,conv_amzn_01127,@AmazonHelp I need an official tax invoice with VAT ID for my company purchase order #114-2462474-2857736.,Customer reaching out to @AmazonHelp regarding general product or policy inquiry.,You can download official tax invoices directly from Your Orders by clicking 'Invoice' on the order details page: https://amzn.to/your-orders ^RG,general_product_or_policy_inquiry,AUTO_HANDLE,Self-service business invoice download guidance.
conv_amzn_01128,AmazonHelp,conv_amzn_01128,"@AmazonHelp Tracking says 'Carrier picked up package' since Wednesday, but there have been no new updates for 4 days. Is my order #112-2425845-9586359 lost?",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,We understand your concern regarding the lack of tracking movement. Please send us a direct message with your order number and email address so we can initiate an investigation with the carrier: https://amzn.to/dm ^AB,delivery_delay_and_tracking,ESCALATE_TO_HUMAN,Carrier stall exceeding 48h SLA; requires human carrier tracing.
conv_amzn_01129,AmazonHelp,conv_amzn_01129,@AmazonHelp It has been 36 hours since my package #114-4726838-7968063 was marked delivered. I checked with neighbors and my building management. It is not here.,Customer reaching out to @AmazonHelp regarding missing or stolen package.,"Thank you for thoroughly checking around your property. Since 36 hours have passed, please DM us your order ID so our team can file a missing package claim and issue a replacement or refund: https://amzn.to/dm ^DL",missing_or_stolen_package,ESCALATE_TO_HUMAN,Waiting window expired and parcel missing; requires human claims specialist.
conv_amzn_01130,AmazonHelp,conv_amzn_01130,@AmazonHelp Delivery photo shows a completely different apartment number (747) and a red doormat. I live in unit 800 and don't have a red mat!,Customer reaching out to @AmazonHelp regarding missing or stolen package.,"We apologize for the misdelivery! Please send us a direct message with your order number so we can review the courier photo, verify your unit, and process an immediate replacement: https://amzn.to/dm ^SJ",missing_or_stolen_package,ESCALATE_TO_HUMAN,Photographic proof of misdelivery to wrong unit; requires replacement authorization.
conv_amzn_01131,AmazonHelp,conv_amzn_01131,@AmazonHelp Delivery photo shows a completely different apartment number (554) and a red doormat. I live in unit 689 and don't have a red mat!,Customer reaching out to @AmazonHelp regarding missing or stolen package.,"We apologize for the misdelivery! Please send us a direct message with your order number so we can review the courier photo, verify your unit, and process an immediate replacement: https://amzn.to/dm ^RG",missing_or_stolen_package,ESCALATE_TO_HUMAN,Photographic proof of misdelivery to wrong unit; requires replacement authorization.
conv_amzn_01132,AmazonHelp,conv_amzn_01132,@AmazonHelp I dropped off my return of Anker Portable Charger at The UPS Store on Thursday. When should I expect the refund to appear on my credit card?,Customer reaching out to @AmazonHelp regarding return and refund status.,"Once the return is received, refunds typically take 3 to 5 business days to process back to your original payment method. You can track refund progress under Your Orders: https://amzn.to/refund-status ^DL",return_and_refund_status,AUTO_HANDLE,Standard banking processing timeline explanation.
conv_amzn_01133,AmazonHelp,conv_amzn_01133,@AmazonHelp It has been 36 hours since my package #114-5250274-5128117 was marked delivered. I checked with neighbors and my building management. It is not here.,Customer reaching out to @AmazonHelp regarding missing or stolen package.,"Thank you for thoroughly checking around your property. Since 36 hours have passed, please DM us your order ID so our team can file a missing package claim and issue a replacement or refund: https://amzn.to/dm ^SJ",missing_or_stolen_package,ESCALATE_TO_HUMAN,Waiting window expired and parcel missing; requires human claims specialist.
conv_amzn_01134,AmazonHelp,conv_amzn_01134,"@AmazonHelp Tracking says 'Out for Delivery' since Friday, but there have been no new updates for 4 days. Is my order #111-3712199-3413843 lost?",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,We understand your concern regarding the lack of tracking movement. Please send us a direct message with your order number and email address so we can initiate an investigation with the carrier: https://amzn.to/dm ^AB,delivery_delay_and_tracking,ESCALATE_TO_HUMAN,Carrier stall exceeding 48h SLA; requires human carrier tracing.
conv_amzn_01135,AmazonHelp,conv_amzn_01135,"@AmazonHelp Driver marked package attempted because they couldn't access the building gate, but no one buzzed my apartment 579!",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We're sorry for the inconvenience! Drivers will automatically re-attempt delivery on the next business day. You can add permanent gate codes in Your Account > Addresses: https://amzn.to/delivery-instructions. If urgent, DM us: https://amzn.to/dm ^AB",delivery_delay_and_tracking,AUTO_HANDLE,Gate access issue; self-service delivery instruction update provided.
conv_amzn_01136,AmazonHelp,conv_amzn_01136,@AmazonHelp I need an official tax invoice with VAT ID for my company purchase order #113-2584553-1026973.,Customer reaching out to @AmazonHelp regarding general product or policy inquiry.,You can download official tax invoices directly from Your Orders by clicking 'Invoice' on the order details page: https://amzn.to/your-orders ^JW,general_product_or_policy_inquiry,AUTO_HANDLE,Self-service business invoice download guidance.
conv_amzn_01137,AmazonHelp,conv_amzn_01137,"@AmazonHelp I was just charged $30.50 for Amazon Prime annual renewal today, but I forgot to cancel. Can I get a refund if I haven't used it?",Customer reaching out to @AmazonHelp regarding prime membership and billing.,"Yes! If you haven't used any Prime benefits since the renewal charge, you will automatically receive a full refund when you cancel at: https://amzn.to/manage-prime ^RG",prime_membership_and_billing,AUTO_HANDLE,Prorated/unused Prime auto-refund policy self-service guidance.
conv_amzn_01138,AmazonHelp,conv_amzn_01138,"@AmazonHelp My Sony Wireless Headphones was promised for delivery by 8 PM today, but tracking shows it hasn't even left the facility. Order #113-5482678-7691617.",Customer reaching out to @AmazonHelp regarding delivery delay and tracking.,"We apologize for the delay! Carrier transit times can vary. You can view the most up-to-date tracking information here: https://amzn.to/track. If it doesn't arrive by tomorrow evening, please DM us with your order ID: https://amzn.to/dm ^MK",delivery_delay_and_tracking,AUTO_HANDLE,Standard transit buffer; directed customer to official live tracking.
